framenr,kanji,keyword,public,last_edited,story
852,浴,"bathe",1,2016-06-16 18:29:27,"water valley. Picture two ways. A valley is surrounded by high land, with rivers and waterfalls coming down. There must be some good pools there that are good for bathing. 
Second, curves of the body have their own valleys and troughs, so imagine the water on the left as rivulets making their way through these valleys. (technically, this probably conjures up images of showering, but 浴びる is used for both, so thinking ""showering"" isn't wrong so long as you remember the keyword is ""bathe"")"
853,容,"contain",1,2016-06-16 18:36:15,"Wonko the Sane built a #house# big enough to contain the #valley# it was built in, and indeed the entire world. It was a perfectly normal four-walled house, except that it was build inside-out. He used the inside part (the part that contains the entire world) to contain all the residents of the asylum."
854,溶,"melt",1,2016-06-16 18:39:09,"water-contain
You can't contain water in a net/sieve/colander/etc.? Of course, you can. Just make ice. Of course, the radical here is water, not ice, so remember Wonko the Sane on the right to remind yourself to think the opposite of melt before writing ""water""."
855,欲,"longing",1,2016-06-16 18:41:48,"valley-yawn/lack

I've a longing to go back to Switzerland after watching the Sound of Music again. All those valley girls and their yodelling (kind of a yawn-song, if you get my drift)"
856,裕,"abundant",1,2016-06-16 18:43:57,"Cloak-valley
What's the one thing that these valley folk seem to have in abundant supply? Sheep. Hence the abundance of wool to make lots of different kinds of clothing."
857,鉛,"lead (metal)",1,2016-06-16 18:45:19,"Metal-gully
Obviously the easiest metal to melt and purify. I can just see the hot metal pouring out in a neat gully into a mould."
858,沿,"run alongside",1,2016-06-16 18:47:09,"water-gully
Examples everywhere, from roads and rail running alongside each other, to drainage gullies that run alongside roads to catch and remove excess rainwater."
859,賞,"prize",1,2016-06-17 13:22:55,"outhouse-shell
I keep my most prized possessions in an outhouse, each one of them kept in the kind of clamshell-case you see people use for cameras and guns. I should probably keep them in the house, though, because if someone broke into the outhouse, I'd be out by a lot of clams!"
860,党,"party",1,2016-06-17 13:28:13,"Not ""small-crown/elder brother"", but outhouse/human legs.
Think of guys canvassing for a party, but put them inside a little outhouse like a Punch and Judy show. Then when they move on to the next location, they just lift up the box and walk there. Image of an outhouse with human legs visible underneath.
Alternatively, party candidate is doing a puppet show in the outhouse, but you don't believe any of the make-believe he's selling because you can see human legs at the bottom of the outhouse."
861,堂,"hall",1,2016-06-17 13:29:32,"Think like a Viking or Saxon long hall with earth floors. It may have looked impressive to them, but it only looks like an outhouse to us now (like a barn or shed or whatever)."
862,常,"usual",1,2016-06-17 13:33:15,"Outhouse, towel.
I arise at the usual time and go out to the outhouse with my towel for my morning ablutions."
863,裳,"skirt",1,2016-06-17 13:37:41,"outhouse-garment
I think of the kind of traditional garb you see farm workers wearing in Japan. In this case I have to remember them going out to the potting shed or greenhouse (or some other outhouse of the sort) wearing this kind of garment."
864,掌,"manipulate",1,2016-06-17 13:47:42,"outhouse over hand
Contrast with ""handle""... similar English word that also includes finger and reaching out primitives. I remember that by thinking of a window handle instead of human hands.
For manipulate, first note that the ""MAN"" in manipulate comes from hand (eg, French ""main"") so that gives a big hand. Then I think of trying to MANipulate the zip of a tent (another outhouse). Imagine it's a bit stuck and that's why it needs careful manipulation."
865,皮,"pelt",1,2016-06-17 13:53:49,"Imagine a wild west trading post with pelts for sale, all hanging off a branch.
Think of both ""branch"" and ""store"", because the kanji has similarities to both (eg, a kind of cave shape from store, with different stroke order, and almost identical to branch except for added 1st stroke and hook in second)"
866,波,"waves",1,2016-06-17 14:00:58,"water-pelt
Imagine that scene from 007 (Goldfinger) where bond is walking out of the waves dressed in a wet-suit. He strips this pelt off to reveal a different pelt on under it (a tuxedo).
Alternatively, there's a similar joke involving a woman in a wet suit appearing from the waves. That turns out to be a golf joke."
867,婆,"old woman",1,2016-06-17 14:03:31,"waves over woman
On the beach, you see an attractive-looking woman with long wavy hair. Only when she turns to look at you, you notice she's an old woman."
868,披,"expose",1,2016-06-17 14:07:41,"finger-pelt
Looking for lice in someone's hair. Fingers part the (pelt) to expose the infestation.
Alt: It's cold and you're gripping your pelt tightly with your numb fingers. If you lose your grip and it gets blown away by the wind, you're likely to die from exposure."
869,破,"rend",1,2016-06-17 14:13:18,"stone-pelt
Using flint stone tools to scrape away the hair, flesh and fat from a pelt (hide) so it can be used in leather-making. This seems to be a pretty old sense of the word ""rend"", but I think it still applies."
870,被,"incur",1,2016-06-17 14:14:30,"cloak pelt
These days if you go around with a fur-lined cloak, you're likely to incur the wrath of animal rights activists. At the very least, expect your cloak to be pelted with tomatoes and such."
871,残,"remainder",1,2016-06-17 14:19:43,"a hunk of flesh and bone on the left, (parade) float on the right
Think about a primitive rotisserie (spit) for the left side, like the one used to hold the big chunks of meat used for doner kebabs. Primitive, because the spit is basically just a big bone with lumps of meat skewered on it.
Now look at this rotisserie and think about after the float has floated by. Would you really want to eat a kebab used from the #remaining# meat?"
872,殉,"martyrdom",1,2016-06-17 14:22:44,"Bone-tenday
Think of ""bone"" as a rotating doner meat spit as in ""remainder"". Can you imagine any worse act of martyrdom than tying yourself to it for ten days?"
873,殊,"particularly",1,2016-06-17 14:31:41,"The best bone broth has a particular shade of vermilion. Bones themselves aren't this colour, but the marrow gives it this shade. If you want to achieve the particular colour but don't particularly want to spare the time for a long simmer, you can roast the bone first."
874,殖,"augment",1,2016-06-18 08:01:41,"Bone-straightaway. Short story: augmenting flavour: add MSG powder extracted from bone marrow to add depth of flavour (umami) to food straight away.
This reminds me of the umami flavour, which comes especially from slow cooking bones and meat. It was discovered that the umami flavour comes from mono-sodium glutamate (MSG), so if you want to augment the flavour of any savoury foods, instead of making bone broth, you can add some MSG to augment the flavour straight away."
875,列,"file",1,2016-06-17 14:39:15,"bone-cut
""File"" in the sense of ""rank and file"" or ""single file""
A long single-file queue forms at the doner kebab stall, the stall owner working frantically to slice off bits of meat to fill the pita breads to give to the customers."
876,裂,"split",1,2016-06-17 14:51:13,"file over garment
kanji has the sense of ""split, rend, tear"", so think of a split in clothing, eg jeans.
There's a scene in an old Errol Flynn film where he descends a sail by sticking his sword in it, splitting the sail as he goes. Obviously, that's just Hollywood---it can't happen in real life.
To adapt that, imagine the Lilliputians in Gulliver's Travels all jumping off Gulliver in single file doing the same thing and splitting up the swathes of clothing between them to make curtains, bedclothes, etc."
877,烈,"ardent",1,2016-06-20 12:16:19,"Think ""rank and file"" over fire.
These ardent followers will walk single-file over hot coals for their leaders and country."
